"sampleBlogs.txt";"sampleNews.txt";"sampleTwitter.txt"
"legitimaci";34;0;0
"legless";15;0;0
"lego";8;0;24
"legrand”";0;16;0
"legro";0;46;0
"lehane”";12;0;0
"lehigh";0;0;23
"lehman";0;50;0
"leibowitz";0;16;0
"leicesterborn";17;0;0
"leilah";0;9;0
"leilat";1;0;0
"leipold";0;15;0
"leland";11;0;0
"lemay";0;14;0
"lemm";0;0;53
"lemon";62;50;0
"lemonad";0;0;70
"lemongrass";0;6;0
"lemoni";0;2;0
"lemursoh";0;0;41
"len";17;38;0
"lend";27;0;10
"lender";0;14;0
"length";81;0;0
"lengthen";0;24;0
"lengthi";2;91;0
"lenin";0;46;0
"lenni";0;7;41
"lennon";0;1;0
"leno";0;0;68
"lens";22;0;0
"lent";48;0;0
"leoben";27;0;0
"leon";20;0;0
"leonard";0;44;49
"leopard";0;70;48
"leprechaun";35;0;0
"leptin";0;56;0
"les";0;23;0
"lesbian";0;60;0
"lesnick";0;34;0
"less";605;758;157
"lesser";17;0;0
"lessing’";1;0;0
"lesson";165;128;0
"lessontour";0;0;1
"lessthanclean";0;25;0
"lester";1;0;0
"lester’";18;0;0
"let";1202;529;2255
"let’";212;0;0
"letart";0;22;0
"letdown";0;44;0
"lethal";21;0;0
"letter";226;199;75
"letterman";0;0;21
"letterpress";0;0;37
"letterwrit";1;0;0
"lettuc";18;21;0
"leukemia";2;0;0
"leupk";0;34;0
"leve";0;5;0
"level";468;448;117
"levi";0;37;0
"levin";2;0;0
"levittown";0;0;71
"lewi";14;15;41
"lewinski";0;32;0
"lewis’";27;0;0
"lewismcchord";0;23;0
"lewiswolfram";0;9;0
"lex";0;0;1
"lexington";0;0;59
"leyva";0;44;0
"lfi";0;0;52
"lfw";0;0;8
"lgbt";0;3;32
"lgbtfriend";0;2;0
"lhf";0;0;30
"lhp";0;11;0
"lia";20;0;0
"liabl";14;0;0
"liaison";0;1;4
"liam";8;0;64
"lian";0;0;74
"liar";29;0;113
"libbi";0;0;9
"liber";78;55;47
"libertarian";0;0;8
"liberti";51;80;24
"libidin";10;0;0
"libra";0;34;59
"librari";39;274;236
"librarian";0;0;14
"libya";17;40;0
"libyan";0;0;28
"licens";63;73;91
"lick";0;82;42
"lickitung";38;0;0
"lid";12;12;0
"lidstrom";0;2;0
"lie";206;126;242
"lieberman";0;0;9
"liebster";66;0;0
"lien";0;0;1
"liesivetoldmypar";0;0;53
"lieuten";0;16;0
"life";2122;485;1753
"life’";12;0;0
"lifeblood";4;0;0
"lifeboat";0;19;0
"lifec";0;0;45
"lifeguard";4;10;0
"lifeim";0;0;71
"lifelessons”";0;0;8
"lifelong";0;48;0
"lifeofbreyonc";0;0;9
"lifeordeath";0;13;0
"lifepurpos";0;11;0
"lifesav";0;1;0
"lifeso";0;0;3
"lifeson";0;44;0
"lifestori";32;0;0
"lifestyl";73;50;49
"lifethreaten";0;78;0
"lifetim";114;57;147
"lifevinework";0;0;13
"lift";135;55;62
"lift”";32;0;0
"lifter";0;47;0
"lig";0;47;0
"ligament";0;6;0
"light";731;513;416
"light”";7;0;0
"lightasafeath";0;27;0
"lighten";0;10;0
"lighter";21;39;81
"lighti";0;4;0
"lightn";0;12;0
"lightweight";23;4;0
"lihe";0;0;21
"like";5166;3216;6563
"like�goffman";0;0;23
"likei";0;0;4
"likeli";0;2;0
"likewis";0;0;51
"lil";0;0;235
"lil’";1;0;0
"lilac";14;0;0
"lili";45;0;0
"lilli";11;45;0
"lilt";0;1;0
"lim";0;0;15
"lima";16;0;0
"limb";2;24;0
"lime";94;36;26
"limelight";0;9;0
"limetax";0;0;23
"limit";294;316;218
"limitededit";0;18;0
"limo";0;0;6
"limp";0;20;37
"limpid";0;3;0
"lincecum";0;4;0
"lincoln";0;150;1
"linda";103;80;57
"linden";45;0;0
"lindsay";25;0;0
"lindsey";0;25;0
"line";652;694;482
"line—it";5;0;0
"line’";17;0;0
"lineback";0;114;50
"lineman";0;42;0
"linemen";26;0;0
"linen";2;0;0
"linenevenweav";2;0;0
"lineout";42;0;0
"liner";20;0;0
"lineup";0;322;105
"lineupcop";0;0;14
"linger";83;50;0
"lingeri";0;28;0
"linguist";42;3;0
"linguisticcultur";35;0;0
"link";394;108;310
"link”";0;35;0
"linkedin";92;6;64
"linki";14;0;0
"linn";0;31;0
"linnwilsonvill";0;24;0
"linoleum";33;0;0
"linton";6;0;0
"linus";18;0;0
"lio";0;10;0
"lion";39;80;129
"lion”";6;0;0
"lionaki";0;28;0
"lionis";18;0;0
"liotta";1;0;0
"lip";80;27;7
"lipe";0;7;0
"lipstadt";0;0;114
"lipstick";0;0;39
"liqueur";0;10;0
"liquid";103;71;0
"liquor";36;14;0
"lirl";0;0;12
"lisa";30;41;56
"lisanti";0;22;0
"lisen";0;0;2
"lisk";0;17;0
"list";665;684;330
"list’";20;0;0
"listeith";34;0;0
"listen";301;107;641
"listenig";0;0;37
"listn";0;0;5
"lit";0;0;48
"liter";89;164;184
"literaci";56;0;0
"literari";48;1;0
"literatur";27;0;52
"lithium";31;0;0
"litig";1;50;0
"litquak";0;1;0
"littel";0;6;0
"litter";44;2;0
"littl";2659;1149;996
"liu";0;19;0
"liv";0;29;0
"livabl";0;32;0
"live";1749;941;1344
"livefromtheledg";0;0;3
"livein";5;0;0
"livelihood";0;0;4
"liver";22;45;0
"liverpool";13;0;0
"livestock";0;46;0
"livetweet";0;0;57
"livewir";0;4;0
"livingston";16;0;0
"liz";30;0;0
"liza";0;0;25
"lkey";0;0;13
"llc";6;6;0
"lloyd";0;38;9
"lmaaaao";0;0;25
"lmao";0;0;322
"lmfao";0;4;75
"lmk";0;0;11
"load";116;53;117
"loaf";0;42;0
"loan";35;210;55
"loath";17;0;0
"lob";0;60;0
"lobbi";59;81;31
"lobbyist";0;86;0
"lobbyupload";0;0;20
"lobster";22;91;0
"local";360;481;178
"locat";123;203;262
"lock";104;79;148
"lockdown";0;1;0
"locker";0;29;80
"lockout";0;0;66
"locksmith";0;0;67
"loco";43;0;0
"lodg";4;69;0
"loewenstein";0;1;0
"loex";0;0;3
"lofpr";0;0;56
"loft";0;8;0
"lofti";0;38;0
"log";55;107;2
"logan";0;12;0
"loganberri";0;5;0
"logic";167;0;0
"logist";0;6;0
"logo";38;0;9
"logu";0;1;0
"lohan";0;30;0
"loid";0;3;0
"loin";0;28;0
"loiter";33;0;0
"lokpal";36;0;0
"lol";43;0;3457
"lola";31;0;0
"lolita";28;0;0
"loljk";0;0;18
"loll";1;0;0
"lollipop";0;0;9
"lolnobodi";0;0;16
"lolol";0;0;52
"lololol";0;0;24
"loltheyr";0;0;56
"loma";0;0;2
"lombard";0;31;48
"lombardo";0;40;0
"lonchero";0;34;0
"london";178;258;65
"london—eurozon";0;31;0
"londonorbust";0;18;0
"lone";8;35;0
"loneli";2;0;3
"lonestar";90;0;0
"long";1129;831;841
"long’";33;0;0
"longago";31;0;0
"longawait";8;0;0
"longconc";0;32;0
"longer";455;143;137
"longest";3;41;196
"longfellow";0;0;15
"longfractur";0;1;0
"longoria";0;73;0
"longrang";0;0;30
"longrun";0;10;0
"longserv";5;0;0
"longstand";0;46;0
"longstick";0;37;0
"longterm";81;47;43
"longtim";47;175;50
"longview";0;32;0
"longwoodbas";0;25;0
"look";2496;1292;3635
"lookalik";0;0;38
"lookbat";0;0;48
"lookhahahahah";0;0;48
"looki";11;0;0
"lookin";40;1;1
"looksslappedarrest";19;0;0
"loom";66;3;0
"loooong";31;0;0
"loooonnnngggg";0;0;14
"loooooong";21;0;0
"loooovvvvveeee";0;0;7
"loop";55;38;63
"loophol";0;6;0
"loopthrough";18;0;0
"loos";116;18;5
"loosecannon";0;13;0
"loosen";0;30;0
"loot";42;0;0
"lope";0;34;0
"lopez";0;133;9
"lorain";0;73;0
"lord";181;81;132
"lore";4;0;0
"loren";0;7;0
"lorena";0;0;44
"lorenzo";1;0;0
"lori";0;0;17
"lorrain";1;0;0
"los";32;221;57
"lose";197;243;727
"loser";3;30;0
"losi";0;0;21
"loss";125;385;0
"losses”";3;0;0
"lost";232;382;592
"lostfor";1;0;0
"lot";1781;1128;1020
"lotion";0;2;0
"lotteri";0;57;22
"lotus";0;46;0
"lou";0;35;9
"louboutin";0;0;40
"loud";168;49;190
"louder";7;60;0
"loui";28;519;83
"louis";22;0;2
"louisa";16;0;0
"louisan";0;8;0
"louisbas";0;6;0
"louisiana";0;28;22
"louisvill";0;36;3
"loung";42;67;82
"lousi";20;0;0
"lousisanna";26;0;0
"lout";34;0;0
"louw";20;0;0
"lovato";0;14;0
"love";3539;741;5925
"love”";8;0;0
"lovelac";0;32;0
"loveland";0;8;0
"lovelif";0;0;6
"lover";61;1;7
"lovett";12;0;0
"lovin";0;0;7
"low";303;162;74
"lowbudget";0;32;0
"lowcost";0;24;0
"lowel";217;0;77
"lowell’";31;0;0
"lower";198;194;9
"lowerprofil";0;4;0
"lowest";18;87;17
"lowfat";0;0;23
"lowincom";0;38;7
"lowkey";0;21;0
"lownd";24;0;0
"lowselfesteem";0;4;0
"loyalti";37;0;18
"loyola";0;37;0
"lozeng";0;0;33
"lpa";0;6;0
"lpga";0;31;0
"lpharmoni";0;0;37
"lrt";0;0;36
"lshape";16;0;0
"lstc";49;0;0
"lsu";0;0;76
"ltd";38;0;0
"lti";0;0;5
"lto";88;0;47
"ltr";0;0;5
"ltte";56;0;0
"lube";0;0;1
"luca";3;45;0
"lucas";0;10;0
"lucches";0;0;48
"luci";0;47;0
"luciana";44;0;0
"lucid";34;0;0
"lucill";36;0;0
"lucius";0;19;0
"luck";112;93;589
"lucki";233;118;138
"luckier";0;38;0
"luckili";104;22;19
"lucroy";0;41;0
"ludicr";38;0;0
"ludlow";29;0;0
"lufthansa";16;0;0
"lugar";42;1;62
"luggag";0;47;0
"luhh";0;0;45
"luke";1;30;22
"lukewarm";2;0;0
"lullabi";1;0;0
"lulu";0;17;7
"lumber";0;13;0
"lumia";0;43;0
"luminari";0;38;0
"lumocolor";52;0;0
"lumpi";1;0;0
"lumpur";9;0;0
"luna";6;1;0
"lunar";21;0;0
"lunat";0;32;0
"lunch";248;153;217
"lunchbox";1;0;0
"luncheon";0;38;0
"lunchtim";34;0;0
"lundqvist";0;11;0
"lung";0;18;66
"lupe";0;0;2
"lure";1;38;0
"lusbi";0;37;0
"luscious";4;20;0
"lush";3;81;0
"lusk";0;0;54
"lust";13;27;0
"lute";0;19;0
"luther";0;8;0
"lutheran";0;46;0
"luv";0;0;135
"luvin";0;0;3
"luxor";8;0;0
"luxuri";36;8;0
"lwren";0;2;0
"lydia";11;0;0
"lyga";46;0;0
"lyinq";0;0;7
"lyle";0;29;0
"lynch";0;35;0
"lyndhurst";0;13;0
"lynryd";0;12;0
"lyon";1;6;0
"lyonn";0;27;0
"lyotard";43;0;0
"lyra";0;46;0
"lyric";97;21;0
"lyricist";0;44;0
"lyttl";0;2;0
"maa";46;0;0
"maam";38;0;0
"mabley";0;31;0
"mac";37;69;85
"mac’";9;0;0
"macabr";31;0;5
"macaroni";8;9;0
"macdonald";0;25;0
"macdonnel";16;0;0
"mace";0;0;34
"macedonia";0;13;0
"machado";0;6;0
"machin";105;150;104
"machineri";26;53;0
"machismo";0;34;0
"macinski";0;3;0
"macintosh";12;0;10
"mack";10;5;49
"mackay";0;0;1
"mackaybennett";6;0;0
"mackensi";9;0;0
"mackenzi";0;45;0
"macpherson";16;0;0
"macro";67;36;0
"macroeconom";0;27;0
"mad";54;6;299
"madalyn";10;0;0
"madam";1;0;0
"madd";0;0;46
"madden";0;67;0
"madder";0;0;63
"maddow";0;2;0
"made";1862;1503;751
"madea";0;0;5
"made”";0;18;0
"madelein";0;0;71
"madigan";0;27;0
"madison";0;100;197
"madman";26;0;0
"madmen";1;0;0
"madonna";3;0;3
"madrid";22;25;0
"mae";0;0;60
"maelstrom";14;0;0
"mag";0;0;47
"magazin";149;139;67
"magazine’";11;0;0
"magazineit";0;0;66
"magemanda";1;0;0
"magenta";32;0;0
"maggett";0;31;0
"magic";64;101;85
"magica";0;3;0
"magic�";5;0;0
"magician";50;0;0
"magistr";0;45;0
"magistrate’";9;0;0
"magnesiumbright";16;0;0
"magnet";28;64;0
"magnifi";30;0;0
"magnific";1;0;8
"magnitud";0;2;0
"magnolia";5;0;1
"mago";0;2;0
"maguir";1;30;0
"magus";4;0;0
"mahabharata";1;0;0
"mahacontroversi";36;0;0
"mahal";0;39;0
"mahinda";0;15;0
"mahler";12;0;0
"mahogani";0;4;0
"mahomi";0;0;4
"mahon";0;0;60
"mahorn";0;0;14
"maibock";0;0;1
"maid";10;0;0
"maika";0;0;5
"mail";79;22;128
"mailbil";0;0;5
"mailbox";14;3;0
"mailer";0;3;0
"main";572;312;6
"mainlin";51;0;0
"mainstay";0;4;0
"mainstream";38;24;0
"maintain";216;267;33
"maintain”";0;8;0
"mainten";42;67;0
"maitr";0;40;0
"maj";0;2;0
"majdal";39;0;0
"majest";0;20;0
"majjur";0;0;1
"major";286;535;247
"makai";0;40;0
"make";4073;2574;3578
"makeadifferencemonday”";0;0;16
"makebeliev";2;0;0
"makeout";0;0;8
"makeov";0;41;0
"maker";104;135;40
"maker’";2;0;0
"makeshift";0;36;0
"makeup";55;12;137
"maki";116;1;0
"makin";0;0;1
"making�wait";25;0;0
"malabar";41;0;0
"malama";0;40;0
"malaria";0;11;0
"malawi";0;35;0
"malaysia";115;1;28
"malaysian";36;0;0
"malcolm";20;13;65
"malcom";0;0;5
"maldonado";0;3;0
"male";86;40;130
"malema";13;0;0
"malevol";2;0;0
"malibu";0;0;46
"malici";0;43;0
"malick";39;0;0
"malign";0;0;18
"malik";43;0;0
"mall";22;78;78
"malleabl";30;14;0
"mallimarachchi";14;0;0
"malon";0;0;61
"maloof";0;43;0
"malpezzi";39;0;0
"malpractic";0;18;0
"malt";36;72;0
"maltes";23;35;0
"malwar";48;0;0
"mama";6;0;42
"mamma";5;14;32
"mammogram";0;24;0
"mammoth";1;1;0
"man";934;910;1370
"man”";8;0;0
"man’";53;0;0
"manag";605;879;394
"management”";34;0;0
"manana";0;0;9
"manasquan";0;1;0
"manassa";37;0;0
"manate";0;0;50
"manchest";10;0;18
"mandarin";0;2;0
"mandat";32;0;25
"mandatori";0;43;0
"mandela";42;0;0
"mandi";0;5;52
"mandolin";0;0;48
"mandwa";28;0;0
"mane";1;0;0
"mangal";43;0;0
"mango";3;0;22
"manhattan";0;110;80
"mani";2212;1033;553
"maniac";31;0;0
"manic";31;0;0
"manicur";7;0;0
"manifest";12;6;62
"manifesto";8;0;0
"manipedi";0;0;43
"manipul";38;35;0
"mankind";23;0;0
"manless";3;0;0
"manli";0;0;58
"manliest";0;0;36
"manmad";37;0;0
"mann";0;42;0
"manner";19;42;1
"manni";0;15;2
"manningl";0;36;0
"mannyph";22;0;0
"manoncamel";0;0;13
"manowar";16;0;0
"manpow";20;17;0
"mansfield";0;40;0
"mansion";7;1;0
"manslaught";0;73;0
"manson";0;0;39
"manti";37;0;0
"mantl";19;0;0
"manual";41;3;0
"manuel";0;4;0
"manufactur";63;145;0
"manur";0;24;0
"manuscript";30;33;0
"manzanillo";0;6;0
"map";32;136;0
"mapl";0;60;22
"maplewood";0;28;0
"mapstreyarch";21;0;0
"mar";25;20;125
"marathon";0;32;24
"maravich";0;0;11
"marbella";0;0;51
"marbl";0;1;0
"marc";0;22;0
"marcal";0;40;0
"marcel";5;0;0
"march";418;413;169
"marchand";0;7;0
"marchionn";0;1;0
"marchmad";0;0;3
"marcia";14;0;0
"marco";0;43;62
"marcus";0;38;20
"mardel";0;0;49
"mardi";0;0;22
"mardin";0;6;0
"marek";0;29;0
"maresmartinez";0;1;0
"marg";3;0;0
"marga";96;0;0
"margaret";0;24;2
"margarita";0;8;63
"margherita";22;0;0
"margin";0;63;0
"margo";1;0;0
"marguerit";0;46;0
"mari";90;182;174
"maria";41;27;27
"mariann";3;0;0
"maribell";0;0;2
"maribeth";0;38;0
"maricarmen";0;0;54
"maricopa";0;44;0
"marijuana";0;31;0
"marilyn";0;0;39
"marin";5;146;69
"marina";0;54;0
"marinad";22;0;0
"marion";0;0;2
"marionett";22;0;0
"marissa";0;0;6
"marist";0;15;0
"marit";46;0;0
"maritim";0;5;0
"marjoram";8;0;0
"mark";330;420;276
"markcomm";0;0;61
"markel";0;28;0
"marker";137;0;29
"market";549;1039;238
"market”";4;0;0
"marketfresh";0;9;0
"marketintellig";0;0;2
"marketplac";0;40;0
"marklog";0;0;62
"markoff";0;26;0
"markowitz";66;0;0
"markus";2;0;0
"marleau";0;117;0
"marlen";10;1;0
"marley";0;0;2
"marlin";0;31;8
"marlow";0;7;0
"marmit";125;0;0
"marni";0;0;49
"maroma";0;40;0
"maron";0;38;0
"maroon";0;0;52
"marquett";0;4;33
"marquetteflorida";0;0;51
"marquez";0;30;0
"marquis";0;28;0
"marr";6;0;0
"marri";225;68;25
"marriag";74;172;29
"marriageequ";0;0;8
"marriott";0;28;0
"marrow";0;0;8
"mars”";16;0;0
"marsh";0;31;0
"marsha";0;1;0
"marshal";30;50;54
"marshmallow";29;0;0
"marsspecif";1;0;0
"mart";0;0;63
"marta";0;3;1
"martain";0;0;62
"martha";96;4;0
"marti";21;0;0
"martial";5;0;0
"martian";1;0;0
"martin";33;161;0
"martina";0;3;0
"martin”";4;0;0
"martini";0;0;12
"martyn";60;0;0
"martyr";2;0;0
"martyrdom";38;0;0
"marvel";83;12;26
"marvin";0;16;0
"marx";39;0;0
"marxist";24;19;0
"mary’";8;0;0
"maryland";0;226;47
"marylouis";0;4;0
"marysvill";0;10;0
"mascot";24;14;16
"masculin";36;0;0
"mase";37;0;82
"mash";16;0;9
"mashol";0;0;2
"mask";42;62;0
"mason";40;32;0
"masquerad";1;0;0
"mass";116;7;156
"massachusett";0;64;0
"massacr";48;5;0
"massag";32;30;118
"massaquoi";0;13;0
"masshol";0;0;2
"massiv";118;193;56
"massproduc";0;21;0
"master";203;194;0
"masteri";0;9;19
"mastermind";0;24;0
"masterpiec";34;0;61
"masterscom";0;0;1
"masturb";12;0;0
"mat";33;0;34
"match";46;276;56
"matchup";0;6;68
"matchwow";0;0;61
"matchxx";0;0;33
"mate";6;0;72
"mateo";0;9;0
"mater";24;0;1
"materi";239;107;86
"matern";18;0;0
"matewan";1;0;0
"math";11;0;125
"mathemat";3;0;0
"mathematician";33;0;0
"matheni";0;14;0
"mathew";0;23;0
"mathia";0;2;0
"matilda";0;0;44
"matine";0;35;0
"matriarch";0;3;0
"matrix";20;0;0
"matron";0;3;0
"matt";7;104;56
"mattel";0;31;0
"matter";521;390;277
"matter”";0;0;50
"matteroffact";0;52;0
"matthew";35;142;0
"matti";45;0;1
"mattia";32;0;0
"mattress";0;0;61
"mattrezzz";0;0;15
"matur";71;20;34
"matyson";0;45;0
"maugham";0;0;5
"mauka";0;40;0
"maul";0;5;0
"maulawi";2;0;0
"mauri";0;0;2
"mav";0;0;204
"mavel";11;0;0
"maven";24;0;0
"maverick";0;12;0
"mavro";0;2;0
"mawan";37;0;0
"max";45;41;62
"maxfield";38;0;0
"maxi";0;32;0
"maxim";64;42;0
"maximo";0;3;0
"maximum";74;71;19
"maxwel";0;0;31
"may";1883;1492;906
"maya";24;40;0
"mayb";760;222;428
"mayberri";0;17;0
"maycleveland";0;17;0
"mayfield";0;52;0
"mayhem";0;5;0
"mayo";1;53;19
"mayonais";0;0;50
"mayor";8;329;98
"maysad";0;0;12
"mayweath";0;0;28
"mazza";0;44;0
"mazzotti";0;2;0
"mazzuca";0;16;0
"mba";22;45;129
"mbalula";27;0;0
"mbqkm";1;0;0
"mbta";0;0;50
"mca";0;0;2
"mccain";0;0;2
"mccann";30;0;0
"mccarthi";31;23;33
"mccarti";0;13;0
"mccartney";0;10;0
"mcclellan";50;0;0
"mcclendon";0;16;0
"mcclintock";0;55;0
"mccluer";0;29;0
"mcclure";0;16;0
"mccomb";12;0;0
"mccomsey";0;33;0
"mcconnel";0;1;66
"mccormack";3;0;0
"mccoy";0;1;0
"mccrani";12;0;0
"mcdonald";41;80;135
"mcdonnel";0;8;0
"mcdowal";0;22;0
"mcdowel";0;0;2
"mcelroy";1;0;0
"mcentir";62;0;0
"mcfadden";0;1;0
"mcfadyen";0;44;0
"mcfarland";0;44;0
"mcfli";0;0;15
"mcgegan";0;7;0
"mcgehe";0;41;0
"mcghee";0;0;2
"mcginn";0;13;0
"mcgowan";0;0;25
"mcgrawhil";0;20;0
"mcgregor";20;0;0
"mcgrew";0;26;0
"mcgrori";14;0;0
"mchale";0;0;14
"mchose";0;6;0
"mcintyr";0;2;0
"mckagan";0;23;0
"mckain";0;2;0
"mckenna’";19;0;0
"mckesson";0;6;0
"mclaren";32;0;0
"mclaughlin";4;0;0
"mcmanus";1;0;0
"mcmaster";0;0;62
"mcmichael";0;39;0
"mcmillan";0;100;0
"mcmullen";21;6;0
"mcnabb";0;1;0
"mcneal";0;20;0
"mcneil";0;32;0
"mcnulti";0;33;0
"mcphee";1;0;0
"mcquad";0;29;0
"mcquay";15;0;0
"mcqueen";9;0;0
"mcrae";0;39;0
"mcravencomspeci";0;0;58
"mcshay";0;4;0
"mctell";2;0;0
"mcthe";0;0;53
"mcwerter";0;0;29
"md’s";8;0;0
"mdhs";0;0;65
"me”";136;21;0
"me�”";28;0;0
"me�stil";4;0;0
"mead";19;0;0
"meadow";0;82;0
"meadowcroft";0;0;23
"meadowlark";16;0;0
"meal";247;56;115
"mean";1382;628;962
"meand";0;0;25
"meanest";15;0;0
"meaning";0;89;2
"meaning”";0;23;0
"meaningless";20;0;0
"means”";0;33;0
"meant";235;53;24
"meantim";32;56;63
"meanwhil";62;106;8
"measur";108;386;308
"meat";111;80;65
"meat”";33;0;0
"meatbal";103;0;0
"me�";0;0;3
"mecca";23;0;0
"mechan";17;108;0
"mechanicdebut";0;1;0
"mecuz";0;0;1
"med";0;0;21
"medal";0;9;0
"medco";0;4;0
"medford";0;7;0
"media";197;470;243
"medial";0;0;3
"median";69;27;0
"medic";186;494;120
"medicaid";1;52;0
"medicalschool";0;19;0
"medicar";0;62;0
"medicareforal";0;5;0
"medicin";224;129;55
"medina";0;94;0
"mediocr";0;19;0
"medisi";0;47;0
"medit";83;36;29
"meditationprayerquiet";3;0;0
"mediterranean";9;37;0
"medium";249;8;5
"mediumhigh";2;0;0
"medlin";0;28;0
"medrona";0;0;24
"medsonix";0;0;55
"meeeeeee”";4;0;0
"meeeh";0;0;54
"meek";0;18;0
"meeker";0;0;28
"meer";0;5;0
"meet";576;739;1115
"meetcut";0;21;0
"meetup";0;0;47
"mega";0;0;14
"megabuck";0;0;1
"megachurch";0;19;0
"megan";10;100;10
"megaphon";0;0;53
"megaupload";1;0;0
"megawatt";0;5;0
"megellan";19;0;0
"megirl";0;0;1
"mehaha";0;0;3
"mehe";25;0;0
"mei";54;0;0
"meim";0;0;3
"mein";0;16;0
"mejosh";0;0;50
"mekd";3;0;0
"mel";10;0;6
"melang";0;32;0
"melani";0;53;59
"melbourn";18;0;0
"meld";1;0;0
"mele";0;6;0
"melissa";0;2;88
"mello";0;29;0
"mellon";0;21;0
"mellow";0;73;0
"melodi";6;41;0
"melodrama";0;32;0
"melodramat";0;10;0
"melon";0;26;1
"melt";87;74;0
"melvin";0;16;0
"mem";0;0;22
"member";591;854;189
"membership";0;31;31
"memento";51;0;0
"memo";0;36;15
"memoir";27;44;44
"memor";101;59;78
"memori";246;113;110
"memphi";0;0;4
"men";480;606;268
"mena";0;27;0
"men”";2;26;0
"menac";22;33;0
"menageri";22;0;0
"menard";0;0;32
"mend";107;0;0
"mendez";0;28;0
"mendic";32;0;0
"mendler";0;1;0
"mendolia";0;29;0
"mendoza";0;36;0
"menendez";0;6;0
"mening";0;26;0
"meniscus";0;0;5
"menstrual";38;0;0
"mental";235;70;95
"mentalabout";34;0;0
"mentalhealth";0;0;53
"mentalist";0;0;5
"mention";380;67;245
"mentionto";0;0;23
"mentor";8;53;31
"mentorship";16;0;0
"menu";150;278;19
"menus";0;9;0
"menuspecif";0;9;0
"meohmygod";0;0;1
"meoo";0;0;10
"meow";34;0;0
"mephisto";41;0;0
"merc";0;0;21
"merced";0;7;0
"merchandis";16;52;0
"merchant";0;22;0
"merci";7;6;2
"mercuri";108;17;66
"mere";84;60;8
"mereal";0;0;5
"merg";0;24;5
"merger";0;94;0
"merit";33;3;0
"merkel";0;1;0
"merkley";0;27;0
"merlot";0;38;0
"mermaid";3;0;0
"merri";0;0;78
"merrili";0;0;3
"merritt";15;46;0
"mesa";0;160;0
"mesh";0;1;42
"meshon";0;30;0
"meso";0;0;53
"mess";201;17;137
"mess”";1;0;0
"messag";186;515;313
"messeng";28;2;2
"messi";27;0;4
"messiah";20;39;0
"messieri";3;0;0
"mestizo";1;0;0
"met";300;296;92
"meta";0;0;4
"metacontrarian";2;0;0
"metadata";0;0;54
"metal";191;78;51
"metalflak";40;0;0
"metallica";0;1;20
"metaloxid";1;0;0
"metaphor";0;0;80
"metatars";0;48;0
"metcalf";0;39;0
"meteor";0;0;60
"meteorit";0;48;0
"meter";0;39;0
"methi";13;0;0
"methink";1;0;0
"method";248;3;0
"method”";98;0;0
"meticul";4;61;0
"meto";17;0;0
"metric";0;1;0
"metro";38;0;62
"metrohealth";0;9;0
"metronomi";7;0;0
"metropoli";0;0;4
"metropolitan";0;13;0
"metropolitian";11;0;0
"metrotix";0;47;0
"metrotixcom";0;47;0
"metta";0;0;93
"mexican";75;158;118
"mexicanidad";0;15;0
"mexicanspanish";0;42;0
"mexico";31;151;0
"mexoxox";0;0;3
"meyer";45;84;0
"mezz";1;33;0
"mfrs";0;0;3
"mfs";0;0;7
"mgm";0;0;6
"mgmt";0;0;69
"mgol";0;0;38
"mhz";1;0;0
"mia";10;39;53
"miami";14;189;135
"miamibeach";0;0;37
"mic";30;0;7
"micd";0;35;0
"micdss";0;33;0
"mice";0;3;0
"mich";0;28;0
"micha";4;0;0
"michael";282;329;84
"michel";0;106;0
"michelin";0;19;0
"michell";48;86;78
"michigan";24;306;31
"michna";0;9;0
"michoacan";0;10;0
"mick";0;0;54
"mickelson";0;40;0
"mickey";1;10;4
"micro";58;0;0
"microatm";22;0;0
"microbrew";0;0;48
"microbreweri";1;0;0
"micromessag";0;2;0
"microphon";3;62;0
"microsoft";48;16;0
"microsued";0;0;59
"microwav";37;0;0
"microwavesaf";0;28;0
"mid";30;159;4
"mid�";18;0;0
"midcenturi";32;0;0
"midday";0;43;0
"middl";213;329;349
"middleag";0;17;0
"middlesbrough";0;47;0
"middleton";2;0;0
"mideast";0;25;0
"midfield";0;100;0
"midget";19;2;0
"midjun";7;0;0
"midmarch";43;0;0
"midmay";1;50;0
"midmorn";5;0;0
"midnight";125;19;30
"midshow";19;0;0
"midst";24;0;9
"midstream";29;0;0
"midterm";1;0;0
"midtofast";8;0;0
"midtown";8;31;0
"midway";0;24;0
"midwestern";27;11;0
"mif";1;0;0
"might";833;970;645
"mighti";23;0;0
"mightili";31;0;0
"migra";0;0;41
"migrain";0;0;9
"migrant";0;9;0
"migrat";23;44;0
"miguel";1;25;0
"mija";64;0;0
"mike";94;403;208
"mikestanton";0;0;26
"mikey";1;0;27
"mikkel";0;18;0
"mikko";0;15;0
"mil";0;0;79
"milan";2;0;0
"mild";15;15;0
"mildew";0;5;0
"mildmann";0;0;41
"mile";151;200;170
"mileag";44;0;1
"mileandahalf";0;32;0
"mileston";0;27;0
"miletripl";0;0;2
"miley";0;14;4
"milit";27;2;0
"militari";200;115;0
"milk";106;44;84
"milk�";4;0;0
"milkbottl";0;36;0
"milki";0;0;31
"mill";0;48;19
"millbrandt";0;3;0
"millen";0;0;1
"millenium’";15;0;0
"millenni";32;2;0
"millennium";56;0;0
"miller";77;175;49
