"sampleBlogs.txt";"sampleNews.txt";"sampleTwitter.txt"
"sourc";146;262;25
"source";0;2;0
"sources";65;3;0
"sous";0;21;0
"south";610;707;192
"southall";1;0;0
"southampton";0;24;0
"southbay";0;0;22
"southbound";0;0;58
"southeast";19;157;0
"southeastern";0;34;0
"southend";20;0;0
"southern";106;99;35
"southport";2;0;0
"southward";28;0;0
"southwark";8;0;0
"southwest";0;10;38
"souvenir";36;44;0
"sovereign";55;0;0
"soviet";28;2;0
"sower";0;47;0
"sox";34;56;15
"soy";31;6;0
"soze";0;0;21
"spa";20;40;1
"space";292;349;88
"spacebar";0;0;38
"spaceman";30;0;0
"spaces";19;0;0
"spaceship";2;0;0
"spain";121;42;65
"spalding";0;0;44
"spam";0;0;143
"spammy";0;0;8
"span";1;76;0
"spangler";0;26;0
"spanish";32;58;156
"spare";34;57;0
"spark";49;88;0
"sparki";5;8;0
"sparklewren";20;0;0
"sparks";0;37;0
"spars";25;0;0
"spartan";0;4;0
"spartensburg";0;0;52
"spasm";0;23;0
"spaten-franziskaner-br�u";34;0;0
"spatula";110;0;0
"spawn";42;1;0
"spay";0;25;0
"spay/neut";25;0;0
"spca";0;25;0
"spdp";37;0;0
"speak";374;167;494
"speaker";122;114;0
"speakers";1;0;62
"speaking";15;21;56
"speaks";0;10;0
"speci";21;82;58
"special";438;406;185
"special-esqu";2;0;0
"special**";0;0;11
"specialcircumst";0;3;0
"specialis";31;0;0
"specialist";38;13;0
"specials";0;7;54
"specialti";0;39;2
"specialty";13;0;0
"species";32;17;24
"specif";98;136;44
"specifi";0;4;0
"specific";20;0;0
"specifically";1;57;0
"specifics";0;1;0
"specimen";0;6;0
"specimens";0;48;0
"specs";7;0;0
"spectacl";0;0;53
"spectacular";0;1;66
"spectat";0;21;0
"spectator";43;0;0
"spectators";0;36;0
"specter";8;0;0
"spectrum";20;24;58
"specul";89;80;0
"speculate”";0;1;0
"sped";0;7;0
"speech";95;64;118
"speeches";0;17;0
"speechless";0;0;57
"speed";134;100;89
"speedi";0;0;4
"speedlimit";0;4;0
"speedomet";0;0;28
"spell";28;31;121
"spellbind";17;0;0
"spellcheck";0;0;36
"speller";0;0;31
"spencer";0;7;57
"spend";415;492;258
"spending";18;0;22
"spent";277;321;369
"spent-up";7;0;0
"spf";0;0;11
"sphere";6;0;0
"spheric";24;0;0
"spi";39;0;12
"spica";25;0;0
"spice";65;5;10
"spices";16;0;0
"spicey-iness";30;0;0
"spici";11;0;0
"spider";34;0;251
"spiderman";0;14;0
"spiders";0;0;28
"spiderweb";2;0;0
"spied";34;0;0
"spielberg";0;77;0
"spiffedup";0;5;0
"spike";0;107;73
"spiking";0;29;0
"spil";0;0;57
"spill";91;2;95
"spilt";4;0;0
"spin";12;54;87
"spinach";65;0;5
"spine";3;20;0
"spiral";7;20;0
"spiral-bound";8;0;0
"spire";4;0;0
"spirit";492;102;0
"spirits";0;10;0
"spiritu";154;3;0
"spiritual-phys";23;0;0
"spirituality";0;30;0
"spit";19;3;23
"spite";42;0;0
"spitz";0;23;0
"spitzer";0;80;0
"spivak";0;0;29
"spl";0;47;0
"splake";0;0;19
"splash";18;47;0
"splatter";7;0;0
"spledgedr";0;0;11
"splendid";0;2;6
"splendidcom";0;2;0
"splendor";0;0;7
"splinter";6;0;0
"split";68;169;2
"splitscreen";0;8;0
"spm";37;0;0
"spock";39;0;0
"spoil";96;13;58
"spoiled";2;0;0
"spoiler";101;0;0
"spoilers";35;0;0
"spokan";0;3;0
"spoke";140;91;48
"spoken";75;23;59
"spokesman";25;443;0
"spokeswoman";0;62;0
"spong";2;0;0
"sponge";2;0;0
"spongebob";0;14;73
"sponges";32;0;0
"sponsor";26;205;96
"spontan";0;2;0
"spontanious";0;0;3
"spoon";0;0;63
"spooning";7;0;0
"sporadically";16;0;0
"spore";0;0;6
"sport";60;395;191
"sports";0;32;48
"sportsmanship";0;7;0
"sportswrit";0;25;0
"spot";474;413;212
"spotifi";0;0;54
"spotless";79;0;0
"spotlight";13;74;0
"spots";0;6;0
"spotted";0;0;24
"spotti";16;0;0
"spous";31;0;0
"spouse";0;1;9
"spouse/housem";0;0;4
"spout";19;0;0
"sprain";0;32;0
"spray";0;25;5
"spraying";0;27;0
"spread";233;44;209
"spreadsheets";0;0;8
"spree";26;26;0
"sprig";0;9;0
"spring";299;465;176
"spring/summ";2;0;0
"springbreak";0;0;40
"springers";0;32;0
"springfield";0;52;0
"springlet";0;3;0
"springs";0;28;0
"springsteen";31;99;0
"springsteen’";31;0;0
"sprinkl";27;41;3
"sprint";0;0;3
"spritz";33;0;0
"sproles";0;62;0
"sprout";15;0;0
"spruce";33;22;0
"spun";0;48;0
"spur";0;48;1
"spurr";23;0;0
"spurs";0;0;85
"spurs’";0;0;58
"spurt";0;83;0
"spv";23;0;0
"spx";172;0;0
"squab";0;26;0
"squabbl";0;16;0
"squabs";0;2;0
"squad";0;43;0
"squalor";14;19;0
"squamish";1;0;0
"squar";89;132;15
"square";0;2;25
"squared";0;0;23
"squarefoot";0;88;0
"squash";79;19;0
"squeaki";164;0;0
"squeal";15;0;0
"squeez";10;6;0
"squir";47;0;0
"squirming";31;0;0
"squirrel";0;0;36
"squish";23;0;32
"squishi";0;3;0
"sri";42;39;0
"sriracha";0;4;0
"srsli";0;0;55
"sshs";0;0;29
"ssp";1;0;0
"st/qqtyi";0;0;2
"stab";75;6;8
"stabbi";0;0;11
"stabil";2;41;0
"stability";0;0;4
"stabilized";0;21;0
"stabl";0;126;0
"stable";59;64;0
"stacey";80;16;0
"stach";0;0;1
"stack";89;57;1
"stackabl";8;0;0
"stadium";1;143;75
"stadium”";0;0;3
"staf";0;32;0
"staff";180;331;192
"staffan";0;17;0
"stafford";0;20;13
"stage";107;155;71
"stage/rais";0;0;1
"stageit";18;0;0
"stageit’";9;0;0
"stages";36;3;36
"stagger";9;34;0
"stagnant";2;0;0
"stahl";0;26;0
"stain";53;5;0
"stains";4;0;0
"stair";40;0;43
"staircase-simpl";4;0;0
"stairs";34;0;0
"stake";46;36;0
"stalactit";0;1;0
"stalagmit";0;1;0
"stale";39;0;5
"stalf";0;25;0
"stalin’";31;0;0
"stalker";10;0;0
"stall";8;103;0
"stamp";85;25;44
"stampalot";2;0;0
"stamped-n-diva";0;0;3
"stamps";50;0;0
"stan";47;19;0
"stanc";19;39;0
"stance";0;0;11
"stand";481;493;180
"stand-ins";10;0;0
"standard";250;373;71
"standard--you";0;0;1
"standards";117;0;0
"standbi";0;0;3
"standi";0;0;3
"standin";1;0;0
"standing";28;0;0
"standingroomon";0;4;0
"standoff";0;44;50
"standout";0;29;0
"standouts";29;0;0
"standstil";0;2;0
"standstill";0;8;0
"stanek";0;9;0
"stanford";31;135;4
"stanley";21;17;62
"stanton";0;30;26
"stantons";33;0;0
"stanza";17;0;0
"stapl";42;13;0
"staple";15;9;0
"staples";0;4;0
"star";112;519;439
"star-struck";1;0;0
"starbuck";73;0;4
"starbucks";0;8;0
"starbucks-";0;0;8
"starbucks/theo";0;0;41
"starch";23;0;0
"stare";146;28;44
"stares";21;0;0
"staress";0;0;1
"stark";0;32;0
"starkvill";0;0;10
"starledg";0;43;0
"starred";5;0;0
"starri";4;0;0
"stars";19;61;57
"starship";0;0;1
"starskil";0;1;0
"start";1518;1451;1662
"started";63;9;38
"starter";0;121;6
"starters";0;44;0
"starting";0;0;52
"startl";55;1;0
"startled";11;0;0
"startling";32;0;0
"starts";38;50;59
"startup";0;36;0
"starv";20;0;7
"starving";34;0;0
"stash";91;21;0
"stasi";4;0;0
"stat";1;0;0
"stat-wise";1;0;0
"state";699;3264;157
"statebyst";0;43;0
"statecraft";0;19;0
"stated";37;0;0
"statehous";0;8;0
"statehouse";0;2;0
"statement";113;461;9
"statements";0;3;0
"staten";28;0;0
"stateown";0;18;0
"states";46;292;0
"states’";15;0;0
"statewid";0;80;0
"statewide";0;1;0
"statham";0;2;0
"static";8;0;0
"station";147;73;63
"stations";20;17;0
"statist";32;20;66
"statistics";54;0;24
"stats";0;0;39
"statu";17;0;6
"statues";0;0;13
"statuettes";0;23;0
"status";48;62;0
"statut";0;30;0
"statute";0;8;0
"statutori";0;36;0
"staunton";0;49;0
"stausbol";0;23;0
"stave";0;1;0
"stay";664;380;762
"staying";0;0;1
"stazon";33;0;0
"stc";0;4;0
"steadi";68;42;0
"steadili";24;10;0
"steadily";35;0;0
"steady";0;4;0
"steak";36;9;10
"steakhous";8;0;0
"steal";0;162;159
"steal…";8;0;0
"steals";0;0;40
"stealth";0;28;0
"steam";81;34;61
"steam-cook";5;0;0
"steamer";0;1;0
"steami";0;17;0
"steamship";0;3;0
"stearns";0;15;0
"steel";29;3;64
"steelcase";0;37;0
"steeler";0;0;81
"steen";0;5;0
"steep";46;0;0
"steepl";0;0;31
"steer";0;19;23
"stefan";0;29;0
"steff";0;16;0
"stegman";0;0;59
"stein";1;0;0
"steinbeck";14;0;0
"steinberg";0;2;0
"steinway";0;36;0
"stella";0;21;0
"stellan";2;0;0
"stellar";32;19;0
"stem";55;71;0
"stemmed";0;33;0
"stems";0;13;1
"stemwar";0;0;77
"step";302;401;499
"step-grandpa";15;0;0
"stepgrandchildren";0;28;0
"stephani";27;7;1
"stephanie";0;0;1
"stephen";127;91;1
"stephon";0;23;0
"stepmoth";0;48;2
"stepmother";0;27;0
"stepmothers";3;0;0
"stepmothers/sisters";3;0;0
"steppenwolf";4;0;0
"steppes";0;18;0
"steps";7;0;0
"steps’";5;0;0
"stepson";0;6;0
"stereotyp";37;12;0
"stereotype";0;0;44
"steril";3;21;0
"sterile";7;0;0
"sterilis";4;0;0
"sterl";17;0;0
"sterlingwebb";0;10;0
"sterman";0;2;0
"stern";42;77;0
"steroid";0;31;0
"steroids";0;2;0
"stetson";10;0;0
"steubenville";0;2;0
"steve";50;279;276
"steven";1;71;12
"stevens";0;1;0
"stevenson";0;0;10
"stevi";6;0;0
"stevie";3;0;0
"stevik”";24;0;0
"stew";0;0;44
"steward";31;54;0
"stewart";88;33;53
"stfu";0;0;13
"stick";283;105;122
"stick-in";5;0;0
"sticker";3;10;43
"sticki";50;0;0
"sticks";35;0;25
"sticky";10;0;0
"stiff";0;1;4
"stifl";6;0;0
"stigma";39;0;1
"stil";0;0;69
"still";1681;1386;1700
"still”";3;0;0
"stillact";0;26;0
"stillform";0;30;0
"stillunsolv";0;1;0
"stimuli";8;0;0
"stimulus";0;10;0
"sting";34;32;0
"stinger";5;0;0
"stingi";0;19;0
"stingray";0;150;0
"stink";0;44;1
"stink’";32;0;0
"stinki";6;0;6
"stinkin";0;0;1
"stinks";72;0;53
"stint";0;87;0
"stipul";0;11;0
"stir";143;205;6
"stirring";1;0;0
"stitch";27;0;0
"stitches";8;0;0
"stitching";23;0;0
"sto";1;0;0
"stock";95;112;0
"stocker";0;2;0
"stockings";0;0;42
"stockintrad";0;5;0
"stockpil";3;0;0
"stockswap";0;37;0
"stoic";29;0;0
"stoicheff";0;1;0
"stoicism";1;0;0
"stoke";113;7;122
"stoked";0;0;7
"stole";2;35;74
"stolen";36;109;55
"stolz";0;1;0
"stomach";2;0;70
"stomp";0;0;20
"stone";126;11;116
"stoner";0;0;57
"stones";0;0;43
"stoneware";0;0;61
"stood";73;104;1
"stoop";0;38;0
"stop";719;480;955
"stopped";0;0;24
"stopper";0;9;0
"stoppid";0;0;12
"stopping";26;0;0
"stops";0;8;59
"stopwatch";0;1;0
"storag";105;65;0
"storage";0;9;0
"store";376;448;446
"storefront";0;35;0
"stores";2;37;0
"storewid";0;3;0
"stori";920;576;296
"stories";125;1;14
"storm";109;82;31
"stormi";0;1;0
"storms";0;0;9
"story";339;10;334
"story”";0;0;44
"storybook";4;0;0
"storylin";33;0;0
"storytel";9;0;35
"stotra";3;0;0
"stoudemir";0;42;0
"stoudemire";0;63;0
"stove";13;6;0
"stovepip";10;21;0
"straggler";0;7;0
"straight";186;288;14
"straightaway";0;25;0
"straighten";9;0;1
"straightforward";7;0;0
"straightlin";0;31;0
"strain";70;86;9
"strained";13;0;0
"strains";0;21;0
"strait";4;0;0
"straits";39;0;0
"strakhov";51;0;0
"strand";5;0;1
"strang";219;0;60
"strange";24;0;4
"stranger";39;0;55
"strangers";0;0;28
"strangl";14;0;0
"strangler";0;11;0
"strap";38;0;0
"straps";54;0;0
"strasbourg";33;0;0
"strata";8;0;0
"strateg";1;22;0
"strategi";102;93;78
"strategy";63;0;0
"stratton";22;0;0
"strauss-kahn";0;0;27
"straw";0;36;60
"strawbal";0;21;0
"strawberri";5;0;74
"strawgrasp";0;46;0
"streak";0;144;168
"streaker";6;0;0
"streakiest";0;41;0
"stream";37;127;0
"streamer";0;0;36
"streamlin";0;38;0
"streamlined";0;1;0
"streat";0;0;1
"streep";0;14;0
"street";283;592;153
"streets";0;0;10
"streetsboro";0;13;0
"strength";128;61;49
"strengthen";60;117;4
"stress";195;33;47
"stressed";0;20;0
"stresses";1;0;0
"stressful";0;0;42
"stretch";174;73;102
"stretches";0;30;33
"stretching";0;7;0
"strickland";0;98;0
"strict";38;13;0
"stride";31;37;0
"stridenc";0;42;0
"strides";0;0;57
"strike";35;111;22
"strikeout";0;15;0
"strikeouts";0;32;0
"strikes";1;0;0
"striking";24;1;0
"strikingly";0;42;0
"string";16;39;60
"stringent";0;39;0
"stringer";0;38;0
"strings";0;30;0
"strip";51;89;0
"stripe";0;6;0
"stripes";17;6;0
"stripper";0;0;3
"strips--";28;0;0
"stripteas";11;0;0
"strive";5;13;6
"strlikedat";0;0;53
"stroger";0;1;0
"stroke";19;52;0
"stroll";7;48;1
"stroller";6;0;0
"strong";495;380;220
"stronger";15;36;79
"strongest";0;5;0
"stronghart";21;0;0
"strongholds";12;0;0
"strongsvill";0;42;0
"struck";124;119;0
"structur";78;74;11
"structure";87;0;5
"structured";0;0;69
"structures";0;45;0
"struggl";139;418;169
"strung";0;43;0
"strut";13;0;0
"stryker";0;23;0
"strykerz";0;0;2
"sts";0;40;0
"stu";41;0;0
"stub";0;0;3
"stubb";0;6;0
"stubborn";0;22;0
"stucco";0;0;192
"stuck";175;65;70
"stud";0;0;29
"student";362;868;429
"student-stud";0;0;24
"students";48;28;49
"studi";311;387;285
"studied";22;0;0
"studies";39;0;0
"studies/american";0;0;45
"studio";227;71;74
"studios";0;0;13
"studios’";28;0;0
"study";46;3;109
"stuf";37;44;41
"stuff";334;86;806
"stuffing";7;0;0
"stumbl";135;3;0
"stumble";17;0;0
"stun";79;43;57
"stung";0;1;0
"stunk";11;0;0
"stunning";0;34;0
"stupid";16;6;87
"stupidity";0;0;28
"stuttering";1;0;0
"style";238;195;201
"style–just";1;0;0
"stylebistro";0;0;48
"styles—dri";0;7;0
"stylish";34;0;0
"stylist";1;0;0
"stylistturneddesign";0;32;0
"styliz";0;25;0
"suafilo";0;37;0
"suav";0;35;0
"suave";0;0;44
"sub";0;19;64
"sub-speci";1;0;0
"subbed";0;0;7
"subcommitte";0;24;0
"subconsci";0;0;2
"subdivision";0;2;0
"subdu";0;1;0
"subject";235;210;21
"subjective";0;2;0
"subjects";20;0;0
"subjug";33;6;0
"sublim";1;0;0
"sublime";0;0;1
"submarin";29;0;0
"submerg";14;29;0
"submiss";1;16;56
"submission";13;0;0
"submit";99;101;15
"submitt";0;0;15
"submitted";0;0;3
"subpar";15;0;0
"subregion";0;2;0
"subscrib";103;36;0
"subscribe";20;0;0
"subsequ";80;29;0
"subservi";14;0;0
"subsidi";15;64;0
"subsidiari";66;0;0
"subsidies";0;35;0
"substanc";55;0;0
"substance";16;0;0
"substant";0;38;0
"substanti";70;55;63
"substitut";29;32;0
"subsum";3;0;0
"subterranean";5;0;0
"subtl";69;25;0
"subtraction";6;0;0
"suburb";31;34;0
"suburban";3;22;0
"subvers";17;0;0
"subway";2;0;57
"succeed";123;73;0
"succeeded";13;0;0
"succeeding";2;0;0
"success";429;300;471
"success/fail";39;0;0
"successes";0;0;1
"successful";26;124;0
"successor";1;0;0
"successors";7;0;0
"succumb";35;0;0
"such";1240;1226;552
"such-and-such";21;0;0
"suck";55;7;194
"sucked";33;0;36
"sucker";0;13;0
"sucks";62;0;82
"sudden";66;154;75
"suddenly";7;17;0
"suds";6;0;0
"sue";2;46;0
"suede";24;0;0
"suess";0;0;1
"suey";0;2;0
"suffer";192;103;28
"suffering";21;0;0
"suffern";2;0;0
"suffici";106;39;0
"sugar";141;229;90
"sugarcan";0;28;0
"sugarcoat";0;1;0
"sugarfest";0;27;0
"sugg";0;72;0
"suggest";304;405;60
"suggestion";0;0;16
"suggestions";3;0;45
"suicid";21;44;0
"suicide";67;18;32
"suit";194;316;125
"suitabl";70;26;0
"suites";0;3;0
"suitor";0;41;0
"suleman";0;35;0
"sulfacet-r";42;0;0
"sulfur";84;0;0
"sullivan";0;57;24
"sum";195;22;140
"suma’";1;0;0
"sumerians";0;18;0
"summari";8;0;0
"summaries";1;0;0
"summarize";0;0;37
"summer";104;426;594
"summertim";0;16;0
"summit";46;40;0
"summitcan@gmailcom";0;7;0
"summitt";29;0;0
"summon";0;23;0
"sumptuous";15;0;0
"sun";130;164;304
"sunbak";0;41;20
"sunday";172;367;536
"sundays";6;80;12
"sunfire";0;0;23
"sung";7;45;0
"sunglass";42;0;0
"sunglasses";42;0;0
"sungmin";6;0;0
"sunil";6;0;0
"sunken";11;0;0
"sunlight";1;20;0
"sunni";224;0;0
"sunny";0;12;0
"sunnysid";0;2;0
"sunris";0;0;20
"sunroom";0;0;18
"suns";0;2;0
"sunscreen";0;2;0
"sunset";2;55;10
"sunshin";63;0;3
"sunshine";34;0;17
"sunshini";1;0;0
"suntim";0;34;0
"suntimes";0;46;0
"suomenlinna";10;0;0
"sup�rieur";0;5;0
"super";126;214;321
"super-dup";31;0;0
"super-hero";1;0;0
"super-nostalg";10;0;0
"super-sh";7;0;0
"super-simpl";14;0;0
"superalloy";0;14;0
"superb";4;77;0
"superfici";0;33;0
"superfood";0;0;56
"supergirl";43;0;0
"superhero";12;18;0
"superintend";0;164;0
"superior";15;157;0
"superman";0;0;40
"supermarket";27;6;0
"supernatur";0;3;0
"superpower";0;15;0
"supersecret";0;14;0
"supersensit";0;23;0
"superspe";0;0;25
"superspi";0;7;0
"superstar";23;0;16
"supervillain";0;0;24
"supervis";52;8;0
"supervision";0;30;0
"supervisor";0;11;52
"supp";14;0;0
"supper";18;0;35
"supplement";2;15;0
"suppli";16;236;57
"supplier";49;30;0
"supplies";25;0;0
"supply";34;1;0
"support";806;1091;550
"support/custodi";0;0;61
"supported—albeit";23;0;0
"supporting";0;1;0
"supports";0;2;0
"suppos";259;133;75
"suppose";33;0;0
"suppress";4;89;0
"suprem";68;178;0
"supremacy";54;0;0
"surcharges";0;6;0
"sure";1606;522;1477
"sure…";3;0;0
"surest";15;0;0
"surf";11;82;0
"surf’";9;0;0
"surfac";33;40;0
"surface";22;0;0
"surfer";94;0;0
"surg";0;45;0
"surgeon";14;2;0
"surgeri";107;102;0
"surgeries";0;73;0
"surgery";67;47;45
"surgic";0;36;0
"surmount";27;0;0
"surplus";86;0;0
"surpris";248;305;74
"surprise";14;0;52
"surprised";22;0;73
"surprising";0;3;0
"surprisingly";0;0;4
"surreal";14;0;40
"surrend";12;0;0
"surrender";6;45;0
"surrenders";0;0;8
"surrog";0;40;0
"surround";157;50;77
"surrounded";17;0;0
"surveil";0;5;0
"surveillance";0;1;9
"survey";29;171;68
"surveys";0;3;0
"surviv";54;222;110
"survive";39;0;4
"survived";0;17;0
"survivor";0;96;0
"survivors";0;68;26
"susan";18;3;0
"susan’";18;0;0
"suscept";2;0;0
"sushi";171;128;0
"sushi-like";22;0;0
"susp";0;0;2
"suspect";216;130;0
"suspects";0;4;0
"suspend";31;78;3
"suspens";0;111;0
"suspense";8;11;0
"suspension";0;11;0
"suspici";0;30;10
"suspicion";0;17;0
"suspicious";33;0;0
"suss";28;0;0
"sussex";9;5;0
"sustain";39;141;68
"sustainabl";0;0;1
"sustainable";10;0;0
"sustainably";0;3;0
"sutherland";0;0;2
"sutter";5;18;0
"sutton";0;47;0
"suvari";0;27;0
"suvs";0;1;0
"suzann";13;9;0
"swack=swagg";0;0;62
"swag";0;0;159
"swagger";0;6;0
"swaggless";0;0;10
"swallow";63;6;86
"swallows";0;30;0
"swam";57;0;0
"swamp";0;23;0
"swank";0;0;52
"swansea";0;26;0
"swap";62;36;2
"swarm";13;0;46
"swarovski";2;0;11
"swath";0;6;0
"sway";35;3;0
"swc";0;41;0
"swear";44;2;104
"sweat";76;8;154
"sweater";0;62;0
"sweati";0;0;3
"sweating";0;0;41
"sweatshirt";0;0;6
"sweatshirts";0;18;0
"sweatshirts–";40;0;0
"sweatt";0;28;0
"swede";20;0;0
"sweden";20;5;0
"swedish";20;30;0
"sweeney";0;33;13
"sweep";18;94;5
"sweepclinch";0;16;0
"sweet";558;168;471
"sweetcorn";2;0;0
"sweeter";0;63;0
"sweetest";0;0;2
"sweetheart";9;0;0
"sweeti";0;44;0
"sweetness";8;0;0
"sweets";1;29;0
"swelling";2;0;0
"swenson";3;0;0
"swept";0;31;0
"swift";20;9;19
"swig";33;0;0
"swim";41;122;5
"swimmer";3;0;0
"swing";26;158;177
"swingin";0;0;6
"swint";0;2;0
"swipe";0;24;0
"swirl";51;0;0
"swiss";33;73;0
"switch";89;89;45
"switched";0;0;45
"switzerland";44;0;0
"swivel";2;44;0
"swollen";1;0;46
"swonson";0;0;9
"sword";454;7;0
"sword-fights";10;0;0
"swords";0;19;0
"swore";42;0;0
"sworn";0;25;34
"sxsw";0;0;88
"sydney";58;28;0
"sykes";0;12;0
"symbiot";1;0;0
"symbol";114;3;0
"symbolic";0;0;8
"symon";27;0;0
"sympathi";39;55;0
"symphoni";0;9;12
"symphony";0;27;0
"symptom";38;26;0
"symptoms";27;27;0
"symptoms”";36;0;0
"synagogu";27;6;0
"synagogue";15;0;0
"syndrom";0;23;1
"synergy";0;0;39
"synthesis";43;0;0
"synthesisers";6;0;0
"synthet";22;23;0
"syracus";0;38;51
"syria";78;10;0
"syrian";39;10;0
"syrup";4;37;0
"system";563;910;172
"systemat";1;16;0
"systems";18;0;0
"t-shirt";21;0;55
"t-shirty";10;0;0
"taar";37;0;0
"tab";0;5;54
"tabasco";1;0;0
"tabata";0;0;2
"tabbi";7;0;0
"tabl";133;146;242
"table";102;35;8
"tableau";0;2;0
"tablecloth";5;0;0
"tables";4;0;1
"tablespoon";30;1;0
"tablet";0;64;0
"tablets";1;1;0
"taboo";19;0;0
"tabs";43;0;0
"tack";0;28;0
"tackl";18;90;0
"tackle";7;44;0
"tackles";0;23;0
"taco";0;0;60
"tact";16;0;0
"tactic";77;4;0
"tad";26;1;46
"taeo";10;0;0
"tafe";2;0;0
"taft";0;46;0
"tag";148;0;98
"tags";2;0;7
"tahiri";0;55;0
"taho";0;72;9
"tai";20;0;0
"taib";37;0;0
"taibi";0;4;0
"tail";96;102;0
"tailgat";42;0;0
"tailgates";84;0;0
"tailhunt";0;27;0
"tailor";0;70;78
"tailspin";32;0;0
"taint";8;0;0
"tait";0;2;0
"taiwan";54;0;0
"taj";0;39;0
"tak";22;0;0
"takayama";0;1;0
"take";2183;1769;1908
"takeaway";41;13;0
"takeaways";0;0;19
"taken";440;400;123
"takeov";1;0;0
"takers";7;0;0
"takes";0;38;0
"taking";11;0;0
"talaga";1;0;0
"talbot";1;0;0
"talchamb";0;0;2
"tale";104;141;17
"talent";146;122;245
"talented";2;0;0
"tales";37;0;0
"talib";0;0;1
"taliban";47;28;0
"talk";1176;718;1320
"talki";46;0;0
"talkin";0;0;8
"talking";7;0;0
"talkingto";0;7;0
"talkn";0;0;53
"tall";45;90;58
"talladega";0;0;25
"tallest";23;0;0
"talli";0;19;0
"tallon";0;43;0
"tamal";0;0;59
"tamarack";0;31;0
"tamer";0;42;0
"tami";0;0;2
"tamil";28;0;0
"tamm";0;0;23
"tammani";25;30;0
"tammi";0;1;0
"tampa";0;177;99
"tampering";0;13;0
"tampon";0;0;34
"tan";40;15;124
"tanaist";4;0;0
"tang";33;42;0
"tangibl";33;0;0
"tangl";6;0;0
"tango";37;3;0
"tangram";66;0;0
"tangy";0;27;0
"tank";78;122;85
"tankers";14;0;0
"tanlangwidge";10;0;0
"tannehil";0;31;0
"tanqu";0;84;0
"tantamount";0;2;0
"tantrum";0;0;50
"tanzania";0;11;0
"taoiseach";4;0;0
"tap";83;80;43
"tap-dancing";3;0;0
"tapa";0;34;47
"tape";269;94;11
"taper";13;0;0
"tapestri";0;2;0
"tapia";0;0;23
"taping";33;0;0
"tapioca";3;0;0
"tapped";0;0;18
"taps";0;8;0
"tar";34;11;0
"tara";62;27;0
"tarek";0;25;0
"target";289;216;130
"targeted";39;0;0
"targets";0;2;0
"tarik";0;39;0
"taris";34;0;0
"tarnish";0;37;0
"tarot";11;0;35
"tarotspeakeasy";0;0;35
"tarpley";0;12;0
"tarsier";75;0;0
"tart";2;1;0
"tartin";0;0;79
"tartine";0;0;79
"tarts";45;0;0
"task";132;91;57
"taskforc";0;0;72
"tasks";0;3;0
"tasmania";16;0;0
"tast";172;165;40
"taste";111;45;25
"tasteandtweet";0;0;16
"taster";0;0;16
"tastes";21;0;0
"tastey";0;0;68
"tasti";31;0;0
"tasting";17;0;0
"tasty";0;0;35
"tat";11;0;7
"tatin";0;1;0
"tattoo";22;141;39
"tattoos";0;0;15
"tatum";0;98;26
"tau";0;24;0
"taught";85;18;59
"taunt";18;0;0
"taurine";0;6;0
"tavelyn";0;32;0
"tavern";0;37;0
"tax";378;783;107
"tax-and-spend";33;0;0
"tax-fre";43;0;0
"taxa";0;0;58
"taxabl";0;3;0
"taxat";0;12;0
"taxes";0;127;0
"taxi";32;0;2
"taxpay";61;65;22
"taxpayer’";22;0;0
"taxpayerback";0;51;0
"taxpayers";7;32;0
"tay";0;78;0
"tayeb";0;25;0
"taylor";42;121;64
"taza";38;0;0
"tbbbh";0;0;18
"tbs";0;0;57
"tbsp";2;0;0
"tcm";0;0;25
"tdd";8;0;0
"tds-cdma";26;0;0
"te-all";2;0;0
"tea";65;50;69
"teach";162;102;11
"teacher";420;230;205
"teachers";3;0;49
"teaching";46;0;44
"teacup";2;0;0
"teal";0;0;66
"team";605;2044;1251
"team’";21;0;0
"teambest";0;19;0
"teammat";0;65;29
"teammate";0;39;0
"teams";0;0;53
"teamste";0;7;0
"teamster";0;0;56
"tear";145;24;2
"tears";86;14;0
"teary";0;0;63
"teas";0;0;12
"teaser";0;0;12
"teaspoon";43;16;0
"tebb";0;1;0
"tebow";0;6;129
"tecc";0;11;0
"tech";9;60;126
"tech’";4;0;0
"techbook";0;0;47
"techie";0;15;0
"technic";35;0;0
"technically";10;0;0
"technician";0;40;0
"techniqu";101;76;0
"technique";14;0;0
"techno";0;0;15
"technolog";127;118;12
"technologies";26;61;0
"technology";23;57;54
"technologyfocus";0;8;0
"ted";34;133;0
"teddi";0;38;0
"tedious";0;0;2
"tee";52;67;0
"teem";0;1;0
"teen";30;1;172
"teenag";180;102;81
"teenager";5;4;5
"teenagers";1;45;0
"teens";0;45;0
"teensy-weensi";4;0;0
"teepe";0;1;0
"teeth";123;46;0
"teh";23;0;0
"tehran";0;34;0
"teja";0;0;2
"telecom";2;0;39
"telecommun";26;0;0
"telegram";2;0;0
"telegraphi";37;0;0
"telepathy";2;0;0
"telephon";2;4;0
"telephone”";13;0;0
"telephonereport";0;18;0
"teleport";0;0;39
"telesa";7;0;0
"teletubbi";35;0;0
"televis";53;168;0
"television";12;28;0
"tell";904;272;1250
"telly";17;0;0
"temp";0;24;0
"tempah";7;0;0
"temper";0;16;0
"temperate";24;0;0
"temperatur";111;92;68
"temperature";20;0;0
"tempest";2;0;0
"tempestu";0;41;0
"templ";53;1;0
